result,BS33093,9/3/2019,GA2470006,000,STATE,3100,09/03/2019,15:15:00,9/4/2019,16:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33094,,GA1870092,N  ,000,STATE,950,RTOR,,TC,Y  ,09/02/2019,11:30:00 AM,RT,,9/3/2019,,,,,.56,,,   ,,,,,,,
result,BS33094,9/2/2019,GA1870092,000,STATE,3100,09/03/2019,15:15:00,9/4/2019,16:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33095,,GA1870094,N  ,000,STATE,950,RTOR,,TC,Y  ,09/02/2019,12:50:00 PM,RT,,9/3/2019,,,,,.53,,,   ,,,,,,,
result,BS33095,9/2/2019,GA1870094,000,STATE,3100,09/03/2019,15:15:00,9/4/2019,16:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33096,,GA1870078,N  ,000,STATE,950,RTOR,,TC,Y  ,09/02/2019,10:00:00 AM,RT,,9/3/2019,,,,,.45,,,   ,,,,,,,
result,BS33096,9/2/2019,GA1870078,000,STATE,3100,09/03/2019,15:15:00,9/4/2019,16:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33097,,GA1870091,N  ,000,STATE,950,RTOR,,TC,Y  ,09/02/2019,10:30:00 AM,RT,,9/3/2019,,,,,.71,,,   ,,,,,,,
result,BS33097,9/2/2019,GA1870091,000,STATE,3100,09/03/2019,15:15:00,9/4/2019,16:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33098,,GA1870086,N  ,000,STATE,950,RTOR,,TC,Y  ,09/02/2019,12:20:00 PM,RT,,9/3/2019,,,,,.75,,,   ,,,,,,,
result,BS33098,9/2/2019,GA1870086,000,STATE,3100,09/03/2019,15:15:00,9/4/2019,16:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33099,,GA0350000,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,9:17:00 AM,RT,,9/3/2019,,,,,.68,,,   ,,,,,,,
result,BS33099,9/3/2019,GA0350000,000,STATE,3100,09/03/2019,15:15:00,9/4/2019,16:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33100,,GA0350000,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,9:59:00 AM,RT,,9/3/2019,,,,,.76,,,   ,,,,,,,
result,BS33100,9/3/2019,GA0350000,000,STATE,3100,09/03/2019,15:15:00,9/4/2019,16:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33101,,GA0350004,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,10:23:00 AM,RT,,9/3/2019,,,,,.62,,,   ,,,,,,,
result,BS33101,9/3/2019,GA0350004,000,STATE,3100,09/03/2019,15:15:00,9/4/2019,16:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33102,,GA2070033,N  ,000,STATE,950,RTOR,,TC,Y  ,09/02/2019,9:53:00 PM,RT,,9/3/2019,,,,,.93,,,   ,,,,,,,
result,BS33102,9/2/2019,GA2070033,000,STATE,3100,09/03/2019,15:15:00,9/4/2019,16:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33103,,GA2890009,N  ,000,STATE,950,RTOR,,TC,Y  ,09/02/2019,2:40:00 PM,RT,,9/3/2019,,,,,.68,,,   ,,,,,,,
result,BS33103,9/2/2019,GA2890009,000,STATE,3100,09/03/2019,15:15:00,9/4/2019,16:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33104,,GA1070003,N  ,000,STATE,950,RTOR,,TC,Y  ,08/29/2019,4:00:00 PM,RT,,9/3/2019,,,EH,,.59,,,   ,,,,,,,
sample,BS33105,,GA1530018,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,12:35:00 PM,RT,,9/3/2019,,,,,1.5,,,   ,,,,,,,
result,BS33105,9/3/2019,GA1530018,000,STATE,3100,09/03/2019,16:00:00,9/4/2019,16:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33106,,GA1530018,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,12:26:00 PM,RT,,9/3/2019,,,,,.95,,,   ,,,,,,,
result,BS33106,9/3/2019,GA1530018,000,STATE,3100,09/03/2019,16:00:00,9/4/2019,16:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33107,,GA2110002,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,9:51:00 AM,RT,,9/4/2019,,,,,1.4,,,   ,,,,,,,
result,BS33107,9/3/2019,GA2110002,000,STATE,3100,09/04/2019,10:55:00,9/5/2019,11:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33108,,GA2110002,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,10:15:00 AM,RT,,9/4/2019,,,,,1.66,,,   ,,,,,,,
result,BS33108,9/3/2019,GA2110002,000,STATE,3100,09/04/2019,10:55:00,9/5/2019,11:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33109,,GA2110002,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,10:28:00 AM,RT,,9/4/2019,,,,,1.61,,,   ,,,,,,,
result,BS33109,9/3/2019,GA2110002,000,STATE,3100,09/04/2019,10:55:00,9/5/2019,11:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33110,,GA2110002,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,10:36:00 AM,RT,,9/4/2019,,,,,.94,,,   ,,,,,,,
result,BS33110,9/3/2019,GA2110002,000,STATE,3100,09/04/2019,10:55:00,9/5/2019,11:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33111,,GA2110002,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,10:49:00 AM,RT,,9/4/2019,,,,,.79,,,   ,,,,,,,
result,BS33111,9/3/2019,GA2110002,000,STATE,3100,09/04/2019,10:55:00,9/5/2019,11:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33112,,GA2830000,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,9:20:00 AM,RT,,9/4/2019,,,,,.44,,,   ,,,,,,,
result,BS33112,9/3/2019,GA2830000,000,STATE,3100,09/04/2019,10:55:00,9/5/2019,11:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33113,,GA2830000,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,9:40:00 AM,RT,,9/4/2019,,,,,.58,,,   ,,,,,,,
result,BS33113,9/3/2019,GA2830000,000,STATE,3100,09/04/2019,10:55:00,9/5/2019,11:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33114,,GA2830000,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,10:05:00 AM,RT,,9/4/2019,,,,,.43,,,   ,,,,,,,
result,BS33114,9/3/2019,GA2830000,000,STATE,3100,09/04/2019,10:55:00,9/5/2019,11:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33115,,GA2830006,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,10:30:00 AM,RT,,9/4/2019,,,,,.44,,,   ,,,,,,,
result,BS33115,9/3/2019,GA2830006,000,STATE,3100,09/04/2019,10:55:00,9/5/2019,11:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33116,,GA0550000,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,7:55:00 AM,RT,,9/4/2019,,,,,.57,,,   ,,,,,,,
result,BS33116,9/3/2019,GA0550000,000,STATE,3100,09/04/2019,10:55:00,9/5/2019,11:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33117,,GA0550000,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,8:45:00 AM,RT,,9/4/2019,,,,,.47,,,   ,,,,,,,
result,BS33117,9/3/2019,GA0550000,000,STATE,3100,09/04/2019,10:55:00,9/5/2019,11:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33118,,GA2770004,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,9:45:00 AM,RT,,9/4/2019,,,,,.9,,,   ,,,,,,,
result,BS33118,9/3/2019,GA2770004,000,STATE,3100,09/04/2019,10:55:00,9/5/2019,11:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33119,,GA2770004,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,10:15:00 AM,RT,,9/4/2019,,,,,.5,,,   ,,,,,,,
result,BS33119,9/3/2019,GA2770004,000,STATE,3100,09/04/2019,10:55:00,9/5/2019,11:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33120,,GA2770004,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,10:15:00 AM,RT,,9/4/2019,,,,,1.1,,,   ,,,,,,,
result,BS33120,9/3/2019,GA2770004,000,STATE,3100,09/04/2019,10:55:00,9/5/2019,11:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33121,,GA2770004,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,10:30:00 AM,RT,,9/4/2019,,,,,.8,,,   ,,,,,,,
result,BS33121,9/3/2019,GA2770004,000,STATE,3100,09/04/2019,10:55:00,9/5/2019,11:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33122,,GA2550002,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,9:55:00 AM,RT,,9/4/2019,,,,,.32,,,   ,,,,,,,
result,BS33122,9/3/2019,GA2550002,000,STATE,3100,09/04/2019,10:55:00,9/5/2019,11:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33123,,GA2370055,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,8:36:00 AM,RT,,9/4/2019,,,,,.6,,,   ,,,,,,,
result,BS33123,9/3/2019,GA2370055,000,STATE,3100,09/04/2019,10:55:00,9/5/2019,11:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33124,,GA2170028,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,3:40:00 PM,RT,,9/4/2019,,,,,.25,,,   ,,,,,,,
result,BS33124,9/3/2019,GA2170028,000,STATE,3100,09/04/2019,10:55:00,9/5/2019,11:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33125,,GA2170019,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,3:30:00 PM,RT,,9/4/2019,,,,,.53,,,   ,,,,,,,
result,BS33125,9/3/2019,GA2170019,000,STATE,3100,09/04/2019,10:55:00,9/5/2019,11:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33126,,GA2110052,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,1:01:00 PM,RT,,9/4/2019,,,,,1.67,,,   ,,,,,,,
result,BS33126,9/3/2019,GA2110052,000,STATE,3100,09/04/2019,10:55:00,9/5/2019,11:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33127,,GA2110004,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,12:46:00 PM,RT,,9/4/2019,,,,,.82,,,   ,,,,,,,
result,BS33127,9/3/2019,GA2110004,000,STATE,3100,09/04/2019,10:55:00,9/5/2019,11:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33128,,GA2110003,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,12:00:00 PM,RT,,9/4/2019,,,,,1.32,,,   ,,,,,,,
result,BS33128,9/3/2019,GA2110003,000,STATE,3100,09/04/2019,10:55:00,9/5/2019,11:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33129,,GA2110003,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,12:10:00 PM,RT,,9/4/2019,,,,,1.37,,,   ,,,,,,,
result,BS33129,9/3/2019,GA2110003,000,STATE,3100,09/04/2019,10:55:00,9/5/2019,11:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33130,,GA2010000,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,10:18:00 AM,RT,,9/4/2019,,,,,.39,,,   ,,,,,,,
result,BS33130,9/3/2019,GA2010000,000,STATE,3100,09/04/2019,10:55:00,9/5/2019,11:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33131,,GA2010000,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,10:00:00 AM,RT,,9/4/2019,,,,,1.15,,,   ,,,,,,,
result,BS33131,9/3/2019,GA2010000,000,STATE,3100,09/04/2019,10:55:00,9/5/2019,11:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33132,,GA2410100,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,12:30:00 PM,RT,,9/4/2019,,,,,1.05,,,   ,,,,,,,
result,BS33132,9/3/2019,GA2410100,000,STATE,3100,09/04/2019,10:55:00,9/5/2019,11:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33133,,GA2410039,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,1:00:00 PM,RT,,9/4/2019,,,,,.8,,,   ,,,,,,,
result,BS33133,9/3/2019,GA2410039,000,STATE,3100,09/04/2019,10:55:00,9/5/2019,11:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33134,,GA2750040,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,11:22:00 AM,RT,,9/4/2019,,,,,1.5,,,   ,,,,,,,
result,BS33134,9/3/2019,GA2750040,000,STATE,3100,09/04/2019,10:55:00,9/5/2019,11:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33135,,GA2750056,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,11:30:00 AM,RT,,9/4/2019,,,,,.5,,,   ,,,,,,,
result,BS33135,9/3/2019,GA2750056,000,STATE,3100,09/04/2019,10:55:00,9/5/2019,11:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33136,,GA2410042,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,11:20:00 AM,RT,,9/4/2019,,,,,.35,,,   ,,,,,,,
result,BS33136,9/3/2019,GA2410042,000,STATE,3100,09/04/2019,10:55:00,9/5/2019,11:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33137,,GA1730000,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,8:05:00 AM,RT,,9/4/2019,,,,,3.8,,,   ,,,,,,,
result,BS33137,9/3/2019,GA1730000,000,STATE,3100,09/04/2019,10:55:00,9/5/2019,11:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33138,,GA1730000,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,8:12:00 AM,RT,,9/4/2019,,,,,3,,,   ,,,,,,,
result,BS33138,9/3/2019,GA1730000,000,STATE,3100,09/04/2019,10:55:00,9/5/2019,11:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33139,,GA1730000,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,8:22:00 AM,RT,,9/4/2019,,,,,1,,,   ,,,,,,,
result,BS33139,9/3/2019,GA1730000,000,STATE,3100,09/04/2019,10:55:00,9/5/2019,11:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33140,,GA1330046,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,12:37:00 PM,RT,,9/4/2019,,,,,1.5,,,   ,,,,,,,
result,BS33140,9/3/2019,GA1330046,000,STATE,3100,09/04/2019,10:55:00,9/5/2019,11:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33141,,GA1330046,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,12:04:00 PM,RT,,9/4/2019,,,,,1.4,,,   ,,,,,,,
result,BS33141,9/3/2019,GA1330046,000,STATE,3100,09/04/2019,10:55:00,9/5/2019,11:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33142,,GA1330046,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,12:17:00 PM,RT,,9/4/2019,,,,,1.2,,,   ,,,,,,,
result,BS33142,9/3/2019,GA1330046,000,STATE,3100,09/04/2019,10:55:00,9/5/2019,11:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33143,,GA1330014,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,11:49:00 AM,RT,,9/4/2019,,,,,.8,,,   ,,,,,,,
result,BS33143,9/3/2019,GA1330014,000,STATE,3100,09/04/2019,10:55:00,9/5/2019,11:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33144,,GA0750047,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,6:45:00 AM,RT,,9/4/2019,,,,,1.5,,,   ,,,,,,,
result,BS33144,9/3/2019,GA0750047,000,STATE,3100,09/04/2019,10:55:00,9/5/2019,11:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33145,,GA1730015,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,7:52:00 AM,RT,,9/4/2019,,,,,1,,,   ,,,,,,,
result,BS33145,9/3/2019,GA1730015,000,STATE,3100,09/04/2019,10:55:00,9/5/2019,11:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33146,,GA1730012,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,7:40:00 AM,RT,,9/4/2019,,,,,1.1,,,   ,,,,,,,
result,BS33146,9/3/2019,GA1730012,000,STATE,3100,09/04/2019,10:55:00,9/5/2019,11:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33147,,GA1330067,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,11:01:00 AM,RT,,9/4/2019,,,,,1.3,,,   ,,,,,,,
result,BS33147,9/3/2019,GA1330067,000,STATE,3100,09/04/2019,10:55:00,9/5/2019,11:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33148,,GA1330050,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,11:26:00 AM,RT,,9/4/2019,,,,,.6,,,   ,,,,,,,
result,BS33148,9/3/2019,GA1330050,000,STATE,3100,09/04/2019,10:55:00,9/5/2019,11:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33149,,GA1330008,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,11:35:00 AM,RT,,9/4/2019,,,,,1,,,   ,,,,,,,
result,BS33149,9/3/2019,GA1330008,000,STATE,3100,09/04/2019,10:55:00,9/5/2019,11:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33150,,GA1330052,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,1:25:00 PM,RT,,9/4/2019,,,,,1.2,,,   ,,,,,,,
result,BS33150,9/3/2019,GA1330052,000,STATE,3100,09/04/2019,10:55:00,9/5/2019,11:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33151,,GA1330052,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,1:11:00 PM,RT,,9/4/2019,,,,,1.3,,,   ,,,,,,,
result,BS33151,9/3/2019,GA1330052,000,STATE,3100,09/04/2019,10:55:00,9/5/2019,11:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33152,,GA2370073,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,1:42:00 PM,RT,,9/4/2019,,,,,.7,,,   ,,,,,,,
result,BS33152,9/3/2019,GA2370073,000,STATE,3100,09/04/2019,10:55:00,9/5/2019,11:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33153,,GA2370073,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,1:55:00 PM,RT,,9/4/2019,,,,,.9,,,   ,,,,,,,
result,BS33153,9/3/2019,GA2370073,000,STATE,3100,09/04/2019,10:55:00,9/5/2019,11:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
sample,BS33154,,GA2370057,N  ,000,STATE,950,RTOR,,TC,Y  ,09/03/2019,8:33:00 AM,RT,,9/4/2019,,,,,1,,,   ,,,,,,,
result,BS33154,9/3/2019,GA2370057,000,STATE,3100,09/04/2019,10:55:00,9/5/2019,11:00:00,09/13/2019,A  ,,,,,A  ,,,,   ,,,,,,,,,,
